dataset,doc_id,sent_id,this_sent,last_sent,this_sent_tokens,last_sent_tokens,act_idx,obj_idxs,act_type,related_acts,action_annotations,group,label_correctness,error_type,sub_error_type,comment
cooking,40,0,Although the traditional food types are always welcome this is the best time for moms to start experimenting on a new recipe to introduce to the family,With christmas just around the corner families have a few more weeks to plan what they will be serving for the night of 24th,"['Although', 'the', 'traditional', 'food', 'types', 'are', 'always', 'welcome', 'this', 'is', 'the', 'best', 'time', 'for', 'moms', 'to', 'start', 'experimenting', 'on', 'a', 'new', 'recipe', 'to', 'introduce', 'to', 'the', 'family']","['With', 'christmas', 'just', 'around', 'the', 'corner', 'families', 'have', 'a', 'few', 'more', 'weeks', 'to', 'plan', 'what', 'they', 'will', 'be', 'serving', 'for', 'the', 'night', 'of', '24th']",41,"[[45], []]",1,[],experimenting (recipe),B,1,,,
cooking,40,0,Although the traditional food types are always welcome this is the best time for moms to start experimenting on a new recipe to introduce to the family,With christmas just around the corner families have a few more weeks to plan what they will be serving for the night of 24th,"['Although', 'the', 'traditional', 'food', 'types', 'are', 'always', 'welcome', 'this', 'is', 'the', 'best', 'time', 'for', 'moms', 'to', 'start', 'experimenting', 'on', 'a', 'new', 'recipe', 'to', 'introduce', 'to', 'the', 'family']","['With', 'christmas', 'just', 'around', 'the', 'corner', 'families', 'have', 'a', 'few', 'more', 'weeks', 'to', 'plan', 'what', 'they', 'will', 'be', 'serving', 'for', 'the', 'night', 'of', '24th']",47,"[[45], []]",1,[],introduce (recipe),B,1,,,
cooking,40,2,Pre-heat the oven to 375 degrees while placing 2 tablespoons of butter and oil in a skillet,For those who are currently considering the best stuffing for their Holiday confections here are some homemade Christmas stuffing ideas you might find interesting,"['Pre-heat', 'the', 'oven', 'to', '375', 'degrees', 'while', 'placing', '2', 'tablespoons', 'of', 'butter', 'and', 'oil', 'in', 'a', 'skillet']","['For', 'those', 'who', 'are', 'currently', 'considering', 'the', 'best', 'stuffing', 'for', 'their', 'Holiday', 'confections', 'here', 'are', 'some', 'homemade', 'Christmas', 'stuffing', 'ideas', 'you', 'might', 'find', 'interesting']",24,"[[26], []]",1,[],Pre-heat (oven),B,1,,,
cooking,40,2,Pre-heat the oven to 375 degrees while placing 2 tablespoons of butter and oil in a skillet,For those who are currently considering the best stuffing for their Holiday confections here are some homemade Christmas stuffing ideas you might find interesting,"['Pre-heat', 'the', 'oven', 'to', '375', 'degrees', 'while', 'placing', '2', 'tablespoons', 'of', 'butter', 'and', 'oil', 'in', 'a', 'skillet']","['For', 'those', 'who', 'are', 'currently', 'considering', 'the', 'best', 'stuffing', 'for', 'their', 'Holiday', 'confections', 'here', 'are', 'some', 'homemade', 'Christmas', 'stuffing', 'ideas', 'you', 'might', 'find', 'interesting']",31,"[[35, 37], []]",1,[],"placing (butter,oil)",B,1,,,
cooking,40,3,Add in the cranberries celery and onions cooking it on medium heat for fifteen minutes,Pre-heat the oven to 375 degrees while placing 2 tablespoons of butter and oil in a skillet,"['Add', 'in', 'the', 'cranberries', 'celery', 'and', 'onions', 'cooking', 'it', 'on', 'medium', 'heat', 'for', 'fifteen', 'minutes']","['Pre-heat', 'the', 'oven', 'to', '375', 'degrees', 'while', 'placing', '2', 'tablespoons', 'of', 'butter', 'and', 'oil', 'in', 'a', 'skillet']",17,"[[20, 21, 23], []]",1,[],"Add (cranberries,celery,onions)",B,1,,,
cooking,40,3,Add in the cranberries celery and onions cooking it on medium heat for fifteen minutes,Pre-heat the oven to 375 degrees while placing 2 tablespoons of butter and oil in a skillet,"['Add', 'in', 'the', 'cranberries', 'celery', 'and', 'onions', 'cooking', 'it', 'on', 'medium', 'heat', 'for', 'fifteen', 'minutes']","['Pre-heat', 'the', 'oven', 'to', '375', 'degrees', 'while', 'placing', '2', 'tablespoons', 'of', 'butter', 'and', 'oil', 'in', 'a', 'skillet']",24,"[[25], []]",1,[],cooking (it),B,0,pronoun resolution error,,
cooking,40,4,Throw in the vegetable broth and allow it to boil,Add in the cranberries celery and onions cooking it on medium heat for fifteen minutes,"['Throw', 'in', 'the', 'vegetable', 'broth', 'and', 'allow', 'it', 'to', 'boil']","['Add', 'in', 'the', 'cranberries', 'celery', 'and', 'onions', 'cooking', 'it', 'on', 'medium', 'heat', 'for', 'fifteen', 'minutes']",15,"[[18, 19], []]",1,[],"Throw (vegetable,broth)",B,0,extra arguments,unnecessary head word,
cooking,40,4,Throw in the vegetable broth and allow it to boil,Add in the cranberries celery and onions cooking it on medium heat for fifteen minutes,"['Throw', 'in', 'the', 'vegetable', 'broth', 'and', 'allow', 'it', 'to', 'boil']","['Add', 'in', 'the', 'cranberries', 'celery', 'and', 'onions', 'cooking', 'it', 'on', 'medium', 'heat', 'for', 'fifteen', 'minutes']",24,"[[22], []]",1,[],boil (it),B,0,pronoun resolution error,,
cooking,40,5,In a separate bowl start combining the rice herbs and eggs,Throw in the vegetable broth and allow it to boil,"['In', 'a', 'separate', 'bowl', 'start', 'combining', 'the', 'rice', 'herbs', 'and', 'eggs']","['Throw', 'in', 'the', 'vegetable', 'broth', 'and', 'allow', 'it', 'to', 'boil']",15,"[[17, 18, 20], []]",1,[],"combining (rice,herbs,eggs)",B,1,,,
cooking,40,6,Put in the still-hot cranberries mixture and throw in the poultry seasoning and beans,In a separate bowl start combining the rice herbs and eggs,"['Put', 'in', 'the', 'still-hot', 'cranberries', 'mixture', 'and', 'throw', 'in', 'the', 'poultry', 'seasoning', 'and', 'beans']","['In', 'a', 'separate', 'bowl', 'start', 'combining', 'the', 'rice', 'herbs', 'and', 'eggs']",11,"[[15, 16], []]",1,[],"Put (cranberries,mixture)",B,0,extra arguments,unnecessary head word,
cooking,40,6,Put in the still-hot cranberries mixture and throw in the poultry seasoning and beans,In a separate bowl start combining the rice herbs and eggs,"['Put', 'in', 'the', 'still-hot', 'cranberries', 'mixture', 'and', 'throw', 'in', 'the', 'poultry', 'seasoning', 'and', 'beans']","['In', 'a', 'separate', 'bowl', 'start', 'combining', 'the', 'rice', 'herbs', 'and', 'eggs']",18,"[[21, 22, 24], []]",1,[],"throw (poultry,seasoning,beans)",B,0,extra arguments,unnecessary head word,
cooking,40,7,Use the salt and pepper to taste,Put in the still-hot cranberries mixture and throw in the poultry seasoning and beans,"['Use', 'the', 'salt', 'and', 'pepper', 'to', 'taste']","['Put', 'in', 'the', 'still-hot', 'cranberries', 'mixture', 'and', 'throw', 'in', 'the', 'poultry', 'seasoning', 'and', 'beans']",14,"[[16, 18], []]",1,[],"Use (salt,pepper)",B,1,,,
cooking,40,8,Bake the complete mixture for 25 minutes in two 8-inch pans lined with butter,Use the salt and pepper to taste,"['Bake', 'the', 'complete', 'mixture', 'for', '25', 'minutes', 'in', 'two', '8-inch', 'pans', 'lined', 'with', 'butter']","['Use', 'the', 'salt', 'and', 'pepper', 'to', 'taste']",7,"[[10], []]",1,[],Bake (mixture),B,1,,,
cooking,40,8,Bake the complete mixture for 25 minutes in two 8-inch pans lined with butter,Use the salt and pepper to taste,"['Bake', 'the', 'complete', 'mixture', 'for', '25', 'minutes', 'in', 'two', '8-inch', 'pans', 'lined', 'with', 'butter']","['Use', 'the', 'salt', 'and', 'pepper', 'to', 'taste']",18,"[[17], []]",1,[],lined (pans),B,2,missing arguments,preposition arguments,
cooking,40,9,Once done bake it again for 10 more minutes until the top is crisp,Bake the complete mixture for 25 minutes in two 8-inch pans lined with butter,"['Once', 'done', 'bake', 'it', 'again', 'for', '10', 'more', 'minutes', 'until', 'the', 'top', 'is', 'crisp']","['Bake', 'the', 'complete', 'mixture', 'for', '25', 'minutes', 'in', 'two', '8-inch', 'pans', 'lined', 'with', 'butter']",16,"[[3], []]",1,[],bake (mixture),B,1,,,
cooking,40,11,It's a good idea to try out different recipes just before the holidays so you'd know exactly what to put on the table for the festivities,Of course it's always possible for you to start experimenting on different homemade Christmas stuffing types depending on the preferences of the family,"[""It's"", 'a', 'good', 'idea', 'to', 'try', 'out', 'different', 'recipes', 'just', 'before', 'the', 'holidays', 'so', ""you'd"", 'know', 'exactly', 'what', 'to', 'put', 'on', 'the', 'table', 'for', 'the', 'festivities']","['Of', 'course', ""it's"", 'always', 'possible', 'for', 'you', 'to', 'start', 'experimenting', 'on', 'different', 'homemade', 'Christmas', 'stuffing', 'types', 'depending', 'on', 'the', 'preferences', 'of', 'the', 'family']",28,"[[31], []]",1,[],try (recipes),B,1,,,
cooking,47,0,Try this recipe for two servings of delicious nutritious homemade mushroom soup,Now canned soups are good but why settle for canned when homemade soups are so easy to make and the ingredients are so easy to find,"['Try', 'this', 'recipe', 'for', 'two', 'servings', 'of', 'delicious', 'nutritious', 'homemade', 'mushroom', 'soup']","['Now', 'canned', 'soups', 'are', 'good', 'but', 'why', 'settle', 'for', 'canned', 'when', 'homemade', 'soups', 'are', 'so', 'easy', 'to', 'make', 'and', 'the', 'ingredients', 'are', 'so', 'easy', 'to', 'find']",26,"[[28], []]",1,[],Try (recipe),B,1,,,
cooking,47,1,(If two servings are not enough for you just multiply the ingredients by two or three C or four,Try this recipe for two servings of delicious nutritious homemade mushroom soup,"['(If', 'two', 'servings', 'are', 'not', 'enough', 'for', 'you', 'just', 'multiply', 'the', 'ingredients', 'by', 'two', 'or', 'three', 'C', 'or', 'four']","['Try', 'this', 'recipe', 'for', 'two', 'servings', 'of', 'delicious', 'nutritious', 'homemade', 'mushroom', 'soup']",21,"[[23], []]",1,[],multiply (ingredients),B,1,,,
cooking,47,2,Make sure to clean the mushrooms first,(If two servings are not enough for you just multiply the ingredients by two or three C or four,"['Make', 'sure', 'to', 'clean', 'the', 'mushrooms', 'first']","['(If', 'two', 'servings', 'are', 'not', 'enough', 'for', 'you', 'just', 'multiply', 'the', 'ingredients', 'by', 'two', 'or', 'three', 'C', 'or', 'four']",22,"[[24], []]",1,[],clean (mushrooms),B,1,,,
cooking,47,3,You could use a mushroom brush or if it is not available use a piece of damp paper towel instead,Make sure to clean the mushrooms first,"['You', 'could', 'use', 'a', 'mushroom', 'brush', 'or', 'if', 'it', 'is', 'not', 'available', 'use', 'a', 'piece', 'of', 'damp', 'paper', 'towel', 'instead']","['Make', 'sure', 'to', 'clean', 'the', 'mushrooms', 'first']",9,"[[11, 12], []]",3,[19],"use (mushroom,brush)",B,0,extra arguments,unnecessary head word,
cooking,47,3,You could use a mushroom brush or if it is not available use a piece of damp paper towel instead,Make sure to clean the mushrooms first,"['You', 'could', 'use', 'a', 'mushroom', 'brush', 'or', 'if', 'it', 'is', 'not', 'available', 'use', 'a', 'piece', 'of', 'damp', 'paper', 'towel', 'instead']","['Make', 'sure', 'to', 'clean', 'the', 'mushrooms', 'first']",19,"[[24, 25], []]",3,[9],"use (paper,towel)",B,0,extra arguments,unnecessary head word,
cooking,47,4,Cut 4 ounces of mushrooms into slices,You could use a mushroom brush or if it is not available use a piece of damp paper towel instead,"['Cut', '4', 'ounces', 'of', 'mushrooms', 'into', 'slices']","['You', 'could', 'use', 'a', 'mushroom', 'brush', 'or', 'if', 'it', 'is', 'not', 'available', 'use', 'a', 'piece', 'of', 'damp', 'paper', 'towel', 'instead']",20,"[[24], []]",1,[],Cut (mushrooms),B,1,,,
cooking,47,5,Chop the remaining 4 ounces,Cut 4 ounces of mushrooms into slices,"['Chop', 'the', 'remaining', '4', 'ounces']","['Cut', '4', 'ounces', 'of', 'mushrooms', 'into', 'slices']",7,"[[4], []]",1,[],Chop (mushrooms),B,1,,,
cooking,47,6,Melt 2 tablespoons of butter in a saucepan,Chop the remaining 4 ounces,"['Melt', '2', 'tablespoons', 'of', 'butter', 'in', 'a', 'saucepan']","['Chop', 'the', 'remaining', '4', 'ounces']",5,"[[9], []]",1,[],Melt (butter),B,1,,,
cooking,47,7,Saute the sliced mushrooms in the pan until they are golden brown,Melt 2 tablespoons of butter in a saucepan,"['Saute', 'the', 'sliced', 'mushrooms', 'in', 'the', 'pan', 'until', 'they', 'are', 'golden', 'brown']","['Melt', '2', 'tablespoons', 'of', 'butter', 'in', 'a', 'saucepan']",8,"[[11], []]",1,[],Saute (mushrooms),B,1,,,
cooking,47,8,Then remove the mushrooms from the pan and set them aside,Saute the sliced mushrooms in the pan until they are golden brown,"['Then', 'remove', 'the', 'mushrooms', 'from', 'the', 'pan', 'and', 'set', 'them', 'aside']","['Saute', 'the', 'sliced', 'mushrooms', 'in', 'the', 'pan', 'until', 'they', 'are', 'golden', 'brown']",13,"[[15], []]",1,[],remove (mushrooms),B,1,,,
cooking,47,8,Then remove the mushrooms from the pan and set them aside,Saute the sliced mushrooms in the pan until they are golden brown,"['Then', 'remove', 'the', 'mushrooms', 'from', 'the', 'pan', 'and', 'set', 'them', 'aside']","['Saute', 'the', 'sliced', 'mushrooms', 'in', 'the', 'pan', 'until', 'they', 'are', 'golden', 'brown']",20,"[[15], []]",1,[],set (mushrooms),B,1,,,
cooking,47,9,In the same pan melt the remaining 2 tablespoons of butter and saute the chopped onions and chopped mushrooms together,Then remove the mushrooms from the pan and set them aside,"['In', 'the', 'same', 'pan', 'melt', 'the', 'remaining', '2', 'tablespoons', 'of', 'butter', 'and', 'saute', 'the', 'chopped', 'onions', 'and', 'chopped', 'mushrooms', 'together']","['Then', 'remove', 'the', 'mushrooms', 'from', 'the', 'pan', 'and', 'set', 'them', 'aside']",15,"[[21], []]",1,[],melt (butter),B,1,,,
cooking,47,9,In the same pan melt the remaining 2 tablespoons of butter and saute the chopped onions and chopped mushrooms together,Then remove the mushrooms from the pan and set them aside,"['In', 'the', 'same', 'pan', 'melt', 'the', 'remaining', '2', 'tablespoons', 'of', 'butter', 'and', 'saute', 'the', 'chopped', 'onions', 'and', 'chopped', 'mushrooms', 'together']","['Then', 'remove', 'the', 'mushrooms', 'from', 'the', 'pan', 'and', 'set', 'them', 'aside']",23,"[[26, 29], []]",1,[],"saute (onions,mushrooms)",B,1,,,
cooking,47,10,Add a bit of salt,In the same pan melt the remaining 2 tablespoons of butter and saute the chopped onions and chopped mushrooms together,"['Add', 'a', 'bit', 'of', 'salt']","['In', 'the', 'same', 'pan', 'melt', 'the', 'remaining', '2', 'tablespoons', 'of', 'butter', 'and', 'saute', 'the', 'chopped', 'onions', 'and', 'chopped', 'mushrooms', 'together']",20,"[[24], []]",1,[],Add (salt),B,1,,,
cooking,47,11,Keep frying and stirring until your onions are soft not burned,Add a bit of salt,"['Keep', 'frying', 'and', 'stirring', 'until', 'your', 'onions', 'are', 'soft', 'not', 'burned']","['Add', 'a', 'bit', 'of', 'salt']",6,"[[-1], []]",1,[],frying (UNKNOWN),B,2,missing arguments,missing valid argument,
cooking,47,11,Keep frying and stirring until your onions are soft not burned,Add a bit of salt,"['Keep', 'frying', 'and', 'stirring', 'until', 'your', 'onions', 'are', 'soft', 'not', 'burned']","['Add', 'a', 'bit', 'of', 'salt']",8,"[[-1], []]",1,[],stirring (UNKNOWN),B,2,missing arguments,missing valid argument,
cooking,47,12,Put the sliced mushrooms back into the pan,Keep frying and stirring until your onions are soft not burned,"['Put', 'the', 'sliced', 'mushrooms', 'back', 'into', 'the', 'pan']","['Keep', 'frying', 'and', 'stirring', 'until', 'your', 'onions', 'are', 'soft', 'not', 'burned']",11,"[[14], []]",1,[],Put (mushrooms),B,1,,,
cooking,47,13,Add the flour and cook the mixture for about 2 minutes with constant stirring,Put the sliced mushrooms back into the pan,"['Add', 'the', 'flour', 'and', 'cook', 'the', 'mixture', 'for', 'about', '2', 'minutes', 'with', 'constant', 'stirring']","['Put', 'the', 'sliced', 'mushrooms', 'back', 'into', 'the', 'pan']",8,"[[10], []]",1,[],Add (flour),B,1,,,
cooking,47,13,Add the flour and cook the mixture for about 2 minutes with constant stirring,Put the sliced mushrooms back into the pan,"['Add', 'the', 'flour', 'and', 'cook', 'the', 'mixture', 'for', 'about', '2', 'minutes', 'with', 'constant', 'stirring']","['Put', 'the', 'sliced', 'mushrooms', 'back', 'into', 'the', 'pan']",12,"[[14], []]",1,[],cook (mixture),B,1,,,
cooking,47,13,Add the flour and cook the mixture for about 2 minutes with constant stirring,Put the sliced mushrooms back into the pan,"['Add', 'the', 'flour', 'and', 'cook', 'the', 'mixture', 'for', 'about', '2', 'minutes', 'with', 'constant', 'stirring']","['Put', 'the', 'sliced', 'mushrooms', 'back', 'into', 'the', 'pan']",21,"[[14], []]",1,[],stirring (mixture),B,1,,,
cooking,47,14,Once the mixture is smooth pour in the chicken broth carefully,Add the flour and cook the mixture for about 2 minutes with constant stirring,"['Once', 'the', 'mixture', 'is', 'smooth', 'pour', 'in', 'the', 'chicken', 'broth', 'carefully']","['Add', 'the', 'flour', 'and', 'cook', 'the', 'mixture', 'for', 'about', '2', 'minutes', 'with', 'constant', 'stirring']",19,"[[22, 23], []]",1,[],"pour (chicken,broth)",B,0,extra arguments,unnecessary head word,
cooking,47,15,Stir the mixture constantly letting the soup simmer over low heat until it thickens,Once the mixture is smooth pour in the chicken broth carefully,"['Stir', 'the', 'mixture', 'constantly', 'letting', 'the', 'soup', 'simmer', 'over', 'low', 'heat', 'until', 'it', 'thickens']","['Once', 'the', 'mixture', 'is', 'smooth', 'pour', 'in', 'the', 'chicken', 'broth', 'carefully']",11,"[[13], []]",1,[],Stir (mixture),B,1,,,
cooking,47,15,Stir the mixture constantly letting the soup simmer over low heat until it thickens,Once the mixture is smooth pour in the chicken broth carefully,"['Stir', 'the', 'mixture', 'constantly', 'letting', 'the', 'soup', 'simmer', 'over', 'low', 'heat', 'until', 'it', 'thickens']","['Once', 'the', 'mixture', 'is', 'smooth', 'pour', 'in', 'the', 'chicken', 'broth', 'carefully']",18,"[[17], []]",1,[],simmer (soup),B,1,,,
cooking,47,16,Season your soup with white pepper and nutmeg,Stir the mixture constantly letting the soup simmer over low heat until it thickens,"['Season', 'your', 'soup', 'with', 'white', 'pepper', 'and', 'nutmeg']","['Stir', 'the', 'mixture', 'constantly', 'letting', 'the', 'soup', 'simmer', 'over', 'low', 'heat', 'until', 'it', 'thickens']",14,"[[16], []]",1,[],Season (soup),B,1,,,
cooking,47,17,Add and pour the heavy cream into the saucepan,Season your soup with white pepper and nutmeg,"['Add', 'and', 'pour', 'the', 'heavy', 'cream', 'into', 'the', 'saucepan']","['Season', 'your', 'soup', 'with', 'white', 'pepper', 'and', 'nutmeg']",8,"[[13], []]",1,[],Add (cream),B,1,,,
cooking,47,17,Add and pour the heavy cream into the saucepan,Season your soup with white pepper and nutmeg,"['Add', 'and', 'pour', 'the', 'heavy', 'cream', 'into', 'the', 'saucepan']","['Season', 'your', 'soup', 'with', 'white', 'pepper', 'and', 'nutmeg']",10,"[[13], []]",1,[],pour (cream),B,1,,,
cooking,47,18,Heat the soup until it starts to simmer,Add and pour the heavy cream into the saucepan,"['Heat', 'the', 'soup', 'until', 'it', 'starts', 'to', 'simmer']","['Add', 'and', 'pour', 'the', 'heavy', 'cream', 'into', 'the', 'saucepan']",9,"[[11], []]",1,[],Heat (soup),B,1,,,
cooking,47,19,Before it begins to boil turn off the heat,Heat the soup until it starts to simmer,"['Before', 'it', 'begins', 'to', 'boil', 'turn', 'off', 'the', 'heat']","['Heat', 'the', 'soup', 'until', 'it', 'starts', 'to', 'simmer']",12,"[[2], []]",1,[],boil (soup),B,1,,,
cooking,47,19,Before it begins to boil turn off the heat,Heat the soup until it starts to simmer,"['Before', 'it', 'begins', 'to', 'boil', 'turn', 'off', 'the', 'heat']","['Heat', 'the', 'soup', 'until', 'it', 'starts', 'to', 'simmer']",13,"[[16], []]",1,[],turn (heat),B,1,,,
cooking,47,20,Now ladle the soup into serving bowls sit back relax and enjoy,Before it begins to boil turn off the heat,"['Now', 'ladle', 'the', 'soup', 'into', 'serving', 'bowls', 'sit', 'back', 'relax', 'and', 'enjoy']","['Before', 'it', 'begins', 'to', 'boil', 'turn', 'off', 'the', 'heat']",10,"[[12], []]",1,[],ladle (soup),B,1,,,
cooking,47,20,Now ladle the soup into serving bowls sit back relax and enjoy,Before it begins to boil turn off the heat,"['Now', 'ladle', 'the', 'soup', 'into', 'serving', 'bowls', 'sit', 'back', 'relax', 'and', 'enjoy']","['Before', 'it', 'begins', 'to', 'boil', 'turn', 'off', 'the', 'heat']",16,"[[-1], []]",1,[],sit (UNKNOWN),B,1,,,
cooking,47,20,Now ladle the soup into serving bowls sit back relax and enjoy,Before it begins to boil turn off the heat,"['Now', 'ladle', 'the', 'soup', 'into', 'serving', 'bowls', 'sit', 'back', 'relax', 'and', 'enjoy']","['Before', 'it', 'begins', 'to', 'boil', 'turn', 'off', 'the', 'heat']",18,"[[-1], []]",1,[],relax (UNKNOWN),B,2,missing action,,
cooking,110,3,Instead of spraying the mixture directly onto your pet's coat apply it to a clean cloth first and gently massage into your pet's fur,Apple cider vinegar and lemon juice are natural flea and tick repellents,"['Instead', 'of', 'spraying', 'the', 'mixture', 'directly', 'onto', 'your', ""pet's"", 'coat', 'apply', 'it', 'to', 'a', 'clean', 'cloth', 'first', 'and', 'gently', 'massage', 'into', 'your', ""pet's"", 'fur']","['Apple', 'cider', 'vinegar', 'and', 'lemon', 'juice', 'are', 'natural', 'flea', 'and', 'tick', 'repellents']",22,"[[16], []]",1,[],apply (mixture),B,1,,negation?,
cooking,110,3,Instead of spraying the mixture directly onto your pet's coat apply it to a clean cloth first and gently massage into your pet's fur,Apple cider vinegar and lemon juice are natural flea and tick repellents,"['Instead', 'of', 'spraying', 'the', 'mixture', 'directly', 'onto', 'your', ""pet's"", 'coat', 'apply', 'it', 'to', 'a', 'clean', 'cloth', 'first', 'and', 'gently', 'massage', 'into', 'your', ""pet's"", 'fur']","['Apple', 'cider', 'vinegar', 'and', 'lemon', 'juice', 'are', 'natural', 'flea', 'and', 'tick', 'repellents']",31,"[[16], []]",1,[],massage (mixture),B,1,,,
wikihow,49,0,Purchase a large shadow box display case,,"['Purchase', 'a', 'large', 'shadow', 'box', 'display', 'case']",[],0,"[[4, 6], []]",1,[],"Purchase (box,case)",B,0,extra arguments,unnecessary head word,
wikihow,49,1,Look for a shallow shadow box or similar container making sure it is deep enough to hold your shirt and any other objects you will be framing with it,Purchase a large shadow box display case,"['Look', 'for', 'a', 'shallow', 'shadow', 'box', 'or', 'similar', 'container', 'making', 'sure', 'it', 'is', 'deep', 'enough', 'to', 'hold', 'your', 'shirt', 'and', 'any', 'other', 'objects', 'you', 'will', 'be', 'framing', 'with', 'it']","['Purchase', 'a', 'large', 'shadow', 'box', 'display', 'case']",7,"[[12], [15]]",1,[],Look (box); Look (container),B,1,,,
wikihow,49,2,Look for border colors that match the jersey itself or the room it will be displayed in,Look for a shallow shadow box or similar container making sure it is deep enough to hold your shirt and any other objects you will be framing with it,"['Look', 'for', 'border', 'colors', 'that', 'match', 'the', 'jersey', 'itself', 'or', 'the', 'room', 'it', 'will', 'be', 'displayed', 'in']","['Look', 'for', 'a', 'shallow', 'shadow', 'box', 'or', 'similar', 'container', 'making', 'sure', 'it', 'is', 'deep', 'enough', 'to', 'hold', 'your', 'shirt', 'and', 'any', 'other', 'objects', 'you', 'will', 'be', 'framing', 'with', 'it']",29,"[[32], []]",1,[],Look (colors),B,1,,,
wikihow,49,3,Choose a square shadow box if you plan on folding the shirt to show just the number,Look for border colors that match the jersey itself or the room it will be displayed in,"['Choose', 'a', 'square', 'shadow', 'box', 'if', 'you', 'plan', 'on', 'folding', 'the', 'shirt', 'to', 'show', 'just', 'the', 'number']","['Look', 'for', 'border', 'colors', 'that', 'match', 'the', 'jersey', 'itself', 'or', 'the', 'room', 'it', 'will', 'be', 'displayed', 'in']",17,"[[19, 20, 21], []]",2,[],"Choose (square,shadow,box)",B,0,extra arguments,unnecessary head word,
wikihow,49,3,Choose a square shadow box if you plan on folding the shirt to show just the number,Look for border colors that match the jersey itself or the room it will be displayed in,"['Choose', 'a', 'square', 'shadow', 'box', 'if', 'you', 'plan', 'on', 'folding', 'the', 'shirt', 'to', 'show', 'just', 'the', 'number']","['Look', 'for', 'border', 'colors', 'that', 'match', 'the', 'jersey', 'itself', 'or', 'the', 'room', 'it', 'will', 'be', 'displayed', 'in']",26,"[[28], []]",2,[],folding (shirt),B,2,missing action,,
wikihow,49,4,Choose a tall rectangular shadow box if you plan on showing the whole jersey,Choose a square shadow box if you plan on folding the shirt to show just the number,"['Choose', 'a', 'tall', 'rectangular', 'shadow', 'box', 'if', 'you', 'plan', 'on', 'showing', 'the', 'whole', 'jersey']","['Choose', 'a', 'square', 'shadow', 'box', 'if', 'you', 'plan', 'on', 'folding', 'the', 'shirt', 'to', 'show', 'just', 'the', 'number']",19,"[[20, 21, 22], []]",2,[],"tall (rectangular,shadow,box)",B,0,extra arguments,unnecessary head word,
wikihow,49,4,Choose a tall rectangular shadow box if you plan on showing the whole jersey,Choose a square shadow box if you plan on folding the shirt to show just the number,"['Choose', 'a', 'tall', 'rectangular', 'shadow', 'box', 'if', 'you', 'plan', 'on', 'showing', 'the', 'whole', 'jersey']","['Choose', 'a', 'square', 'shadow', 'box', 'if', 'you', 'plan', 'on', 'folding', 'the', 'shirt', 'to', 'show', 'just', 'the', 'number']",27,"[[30], []]",2,[],showing (jersey),B,1,,,
wikihow,49,5,Remove the shadow box’s backing board,Choose a tall rectangular shadow box if you plan on showing the whole jersey,"['Remove', 'the', 'shadow', 'box’s', 'backing', 'board']","['Choose', 'a', 'tall', 'rectangular', 'shadow', 'box', 'if', 'you', 'plan', 'on', 'showing', 'the', 'whole', 'jersey']",14,"[[18, 19], []]",1,[],"Remove (backing,board)",B,0,extra arguments,unnecessary head word,
wikihow,49,7,Remove this like you would the backing of a picture frame and lay it on a flat surface,Store-bought shadow boxes come with a backing board typically made of cork or thin wood,"['Remove', 'this', 'like', 'you', 'would', 'the', 'backing', 'of', 'a', 'picture', 'frame', 'and', 'lay', 'it', 'on', 'a', 'flat', 'surface']","['Store-bought', 'shadow', 'boxes', 'come', 'with', 'a', 'backing', 'board', 'typically', 'made', 'of', 'cork', 'or', 'thin', 'wood']",15,"[[6, 7], []]",1,[],"Remove (backing,board)",B,0,extra arguments,unnecessary head word,
wikihow,49,7,Remove this like you would the backing of a picture frame and lay it on a flat surface,Store-bought shadow boxes come with a backing board typically made of cork or thin wood,"['Remove', 'this', 'like', 'you', 'would', 'the', 'backing', 'of', 'a', 'picture', 'frame', 'and', 'lay', 'it', 'on', 'a', 'flat', 'surface']","['Store-bought', 'shadow', 'boxes', 'come', 'with', 'a', 'backing', 'board', 'typically', 'made', 'of', 'cork', 'or', 'thin', 'wood']",27,"[[6, 7], []]",1,[],"lay (backing,board)",B,0,extra arguments,unnecessary head word,
wikihow,49,8,To spice up a backing board try covering it with cloth or paper that shares or contrasts with the jersey’s colors,Remove this like you would the backing of a picture frame and lay it on a flat surface,"['To', 'spice', 'up', 'a', 'backing', 'board', 'try', 'covering', 'it', 'with', 'cloth', 'or', 'paper', 'that', 'shares', 'or', 'contrasts', 'with', 'the', 'jersey’s', 'colors']","['Remove', 'this', 'like', 'you', 'would', 'the', 'backing', 'of', 'a', 'picture', 'frame', 'and', 'lay', 'it', 'on', 'a', 'flat', 'surface']",19,"[[22, 23], []]",1,[],"spice (backing,board)",B,0,extra arguments,unnecessary head word,
wikihow,49,8,To spice up a backing board try covering it with cloth or paper that shares or contrasts with the jersey’s colors,Remove this like you would the backing of a picture frame and lay it on a flat surface,"['To', 'spice', 'up', 'a', 'backing', 'board', 'try', 'covering', 'it', 'with', 'cloth', 'or', 'paper', 'that', 'shares', 'or', 'contrasts', 'with', 'the', 'jersey’s', 'colors']","['Remove', 'this', 'like', 'you', 'would', 'the', 'backing', 'of', 'a', 'picture', 'frame', 'and', 'lay', 'it', 'on', 'a', 'flat', 'surface']",25,"[[22, 23], []]",1,[],"covering (backing,board)",B,0,extra arguments,unnecessary head word,
