dataset,doc_id,sent_id,this_sent,last_sent,this_sent_tokens,last_sent_tokens,act_idx,obj_idxs,act_type,related_acts,action_annotations,group,label_correctness
cooking,42,11,Preheat oven to 325oF (160oC),If you decide to stuff the turkey make sure you fasten the skin over the cavity with skewers,"['Preheat', 'oven', 'to', '325oF', '(160oC)']","['If', 'you', 'decide', 'to', 'stuff', 'the', 'turkey', 'make', 'sure', 'you', 'fasten', 'the', 'skin', 'over', 'the', 'cavity', 'with', 'skewers']",18,"[[19], []]",1,[],Preheat (oven),A,0
cooking,42,12,Place turkey breast side up in roasting pan and brush with melted butter or oil,Preheat oven to 325oF (160oC),"['Place', 'turkey', 'breast', 'side', 'up', 'in', 'roasting', 'pan', 'and', 'brush', 'with', 'melted', 'butter', 'or', 'oil']","['Preheat', 'oven', 'to', '325oF', '(160oC)']",5,"[[6, 7], []]",1,[],"Place (turkey,breast)",A,0
cooking,42,12,Place turkey breast side up in roasting pan and brush with melted butter or oil,Preheat oven to 325oF (160oC),"['Place', 'turkey', 'breast', 'side', 'up', 'in', 'roasting', 'pan', 'and', 'brush', 'with', 'melted', 'butter', 'or', 'oil']","['Preheat', 'oven', 'to', '325oF', '(160oC)']",14,"[[12], []]",1,[],brush (pan),A,0
cooking,42,13,Tent loosely with foil,Place turkey breast side up in roasting pan and brush with melted butter or oil,"['Tent', 'loosely', 'with', 'foil']","['Place', 'turkey', 'breast', 'side', 'up', 'in', 'roasting', 'pan', 'and', 'brush', 'with', 'melted', 'butter', 'or', 'oil']",15,"[[18], []]",1,[],Tent (foil),A,0
cooking,42,14,Roast for about 20 minutes per pound or until juices run clear when turkey is pierced and when thermometer inserted into thickest part of thigh registers 180oF (82oC) for a stuffed turkey or 170oF (77oC) for an unstuffed turkey,Tent loosely with foil,"['Roast', 'for', 'about', '20', 'minutes', 'per', 'pound', 'or', 'until', 'juices', 'run', 'clear', 'when', 'turkey', 'is', 'pierced', 'and', 'when', 'thermometer', 'inserted', 'into', 'thickest', 'part', 'of', 'thigh', 'registers', '180oF', '(82oC)', 'for', 'a', 'stuffed', 'turkey', 'or', '170oF', '(77oC)', 'for', 'an', 'unstuffed', 'turkey']","['Tent', 'loosely', 'with', 'foil']",4,"[[-1], []]",1,[],Roast (turkey),A,0
cooking,42,15,Remove tent for last hour of roasting,Roast for about 20 minutes per pound or until juices run clear when turkey is pierced and when thermometer inserted into thickest part of thigh registers 180oF (82oC) for a stuffed turkey or 170oF (77oC) for an unstuffed turkey,"['Remove', 'tent', 'for', 'last', 'hour', 'of', 'roasting']","['Roast', 'for', 'about', '20', 'minutes', 'per', 'pound', 'or', 'until', 'juices', 'run', 'clear', 'when', 'turkey', 'is', 'pierced', 'and', 'when', 'thermometer', 'inserted', 'into', 'thickest', 'part', 'of', 'thigh', 'registers', '180oF', '(82oC)', 'for', 'a', 'stuffed', 'turkey', 'or', '170oF', '(77oC)', 'for', 'an', 'unstuffed', 'turkey']",39,"[[40], []]",1,[],Remove (tent),A,0
cooking,42,16,When the turkey is finished transfer the bird to a warm platter,Remove tent for last hour of roasting,"['When', 'the', 'turkey', 'is', 'finished', 'transfer', 'the', 'bird', 'to', 'a', 'warm', 'platter']","['Remove', 'tent', 'for', 'last', 'hour', 'of', 'roasting']",12,"[[14], []]",1,[],transfer (bird),A,0
cooking,42,17,Tent with foil and let stand for 20 to 30 minutes,When the turkey is finished transfer the bird to a warm platter,"['Tent', 'with', 'foil', 'and', 'let', 'stand', 'for', '20', 'to', '30', 'minutes']","['When', 'the', 'turkey', 'is', 'finished', 'transfer', 'the', 'bird', 'to', 'a', 'warm', 'platter']",12,"[[14], []]",1,[],Tent (foil),A,0
cooking,42,17,Tent with foil and let stand for 20 to 30 minutes,When the turkey is finished transfer the bird to a warm platter,"['Tent', 'with', 'foil', 'and', 'let', 'stand', 'for', '20', 'to', '30', 'minutes']","['When', 'the', 'turkey', 'is', 'finished', 'transfer', 'the', 'bird', 'to', 'a', 'warm', 'platter']",17,"[[-1], []]",1,[],stand (minutes),A,0
cooking,42,20,Carve eat and enjoy,In theory this makes for juicier meat all around and reduces the amount of juice lost when the meat is carved or cut,"['Carve', 'eat', 'and', 'enjoy']","['In', 'theory', 'this', 'makes', 'for', 'juicier', 'meat', 'all', 'around', 'and', 'reduces', 'the', 'amount', 'of', 'juice', 'lost', 'when', 'the', 'meat', 'is', 'carved', 'or', 'cut']",23,"[[-1], []]",1,[],Carve (enjoy),A,0
cooking,42,20,Carve eat and enjoy,In theory this makes for juicier meat all around and reduces the amount of juice lost when the meat is carved or cut,"['Carve', 'eat', 'and', 'enjoy']","['In', 'theory', 'this', 'makes', 'for', 'juicier', 'meat', 'all', 'around', 'and', 'reduces', 'the', 'amount', 'of', 'juice', 'lost', 'when', 'the', 'meat', 'is', 'carved', 'or', 'cut']",24,"[[-1], []]",1,[],eat (enjoy),A,0
cooking,42,20,Carve eat and enjoy,In theory this makes for juicier meat all around and reduces the amount of juice lost when the meat is carved or cut,"['Carve', 'eat', 'and', 'enjoy']","['In', 'theory', 'this', 'makes', 'for', 'juicier', 'meat', 'all', 'around', 'and', 'reduces', 'the', 'amount', 'of', 'juice', 'lost', 'when', 'the', 'meat', 'is', 'carved', 'or', 'cut']",26,"[[-1], []]",1,[],enjoy (enjoy),A,0
cooking,70,0,Just use cold milk,You should not steam or froth milk to make iced espresso,"['Just', 'use', 'cold', 'milk']","['You', 'should', 'not', 'steam', 'or', 'froth', 'milk', 'to', 'make', 'iced', 'espresso']",12,"[[14], []]",1,[],use (milk),A,0
cooking,70,2,Follow the steps mentioned below to make iced espresso in ten minutes or less,Iced Espresso is very simple to prepare and it requires only a few minutes,"['Follow', 'the', 'steps', 'mentioned', 'below', 'to', 'make', 'iced', 'espresso', 'in', 'ten', 'minutes', 'or', 'less']","['Iced', 'Espresso', 'is', 'very', 'simple', 'to', 'prepare', 'and', 'it', 'requires', 'only', 'a', 'few', 'minutes']",14,"[[16], []]",1,[],Follow (steps),A,0
cooking,70,2,Follow the steps mentioned below to make iced espresso in ten minutes or less,Iced Espresso is very simple to prepare and it requires only a few minutes,"['Follow', 'the', 'steps', 'mentioned', 'below', 'to', 'make', 'iced', 'espresso', 'in', 'ten', 'minutes', 'or', 'less']","['Iced', 'Espresso', 'is', 'very', 'simple', 'to', 'prepare', 'and', 'it', 'requires', 'only', 'a', 'few', 'minutes']",20,"[[22], []]",1,[],make (espresso),A,0
cooking,70,3,Fresh ground-coffee enough to fill in the portafilter,Follow the steps mentioned below to make iced espresso in ten minutes or less,"['Fresh', 'ground-coffee', 'enough', 'to', 'fill', 'in', 'the', 'portafilter']","['Follow', 'the', 'steps', 'mentioned', 'below', 'to', 'make', 'iced', 'espresso', 'in', 'ten', 'minutes', 'or', 'less']",18,"[[21], []]",1,[],fill (portafilter),A,0
cooking,70,4,Compress the ground espresso in the machine's porta filter using a camper,Fresh ground-coffee enough to fill in the portafilter,"['Compress', 'the', 'ground', 'espresso', 'in', 'the', ""machine's"", 'porta', 'filter', 'using', 'a', 'camper']","['Fresh', 'ground-coffee', 'enough', 'to', 'fill', 'in', 'the', 'portafilter']",8,"[[11], []]",1,[],Compress (espresso),A,0
cooking,70,4,Compress the ground espresso in the machine's porta filter using a camper,Fresh ground-coffee enough to fill in the portafilter,"['Compress', 'the', 'ground', 'espresso', 'in', 'the', ""machine's"", 'porta', 'filter', 'using', 'a', 'camper']","['Fresh', 'ground-coffee', 'enough', 'to', 'fill', 'in', 'the', 'portafilter']",17,"[[19], []]",1,[],using (camper),A,0
cooking,70,5,Make sure the entire contents of the espresso are ground well,Compress the ground espresso in the machine's porta filter using a camper,"['Make', 'sure', 'the', 'entire', 'contents', 'of', 'the', 'espresso', 'are', 'ground', 'well']","['Compress', 'the', 'ground', 'espresso', 'in', 'the', ""machine's"", 'porta', 'filter', 'using', 'a', 'camper']",21,"[[16, 19], []]",1,[],"ground (contents,espresso)",A,0
cooking,70,6,Brush aside the remains spilled out on the filter rim and then attach the filter to the machine,Make sure the entire contents of the espresso are ground well,"['Brush', 'aside', 'the', 'remains', 'spilled', 'out', 'on', 'the', 'filter', 'rim', 'and', 'then', 'attach', 'the', 'filter', 'to', 'the', 'machine']","['Make', 'sure', 'the', 'entire', 'contents', 'of', 'the', 'espresso', 'are', 'ground', 'well']",11,"[[19, 20], []]",1,[],"Brush (filter,rim)",A,0
cooking,70,6,Brush aside the remains spilled out on the filter rim and then attach the filter to the machine,Make sure the entire contents of the espresso are ground well,"['Brush', 'aside', 'the', 'remains', 'spilled', 'out', 'on', 'the', 'filter', 'rim', 'and', 'then', 'attach', 'the', 'filter', 'to', 'the', 'machine']","['Make', 'sure', 'the', 'entire', 'contents', 'of', 'the', 'espresso', 'are', 'ground', 'well']",23,"[[25], []]",1,[],attach (filter),A,0
cooking,70,7,Make sure that the filter and the pockets align well sealing them together tightly,Brush aside the remains spilled out on the filter rim and then attach the filter to the machine,"['Make', 'sure', 'that', 'the', 'filter', 'and', 'the', 'pockets', 'align', 'well', 'sealing', 'them', 'together', 'tightly']","['Brush', 'aside', 'the', 'remains', 'spilled', 'out', 'on', 'the', 'filter', 'rim', 'and', 'then', 'attach', 'the', 'filter', 'to', 'the', 'machine']",26,"[[22, 25], []]",1,[],"align (filter,pockets)",A,0
cooking,70,7,Make sure that the filter and the pockets align well sealing them together tightly,Brush aside the remains spilled out on the filter rim and then attach the filter to the machine,"['Make', 'sure', 'that', 'the', 'filter', 'and', 'the', 'pockets', 'align', 'well', 'sealing', 'them', 'together', 'tightly']","['Brush', 'aside', 'the', 'remains', 'spilled', 'out', 'on', 'the', 'filter', 'rim', 'and', 'then', 'attach', 'the', 'filter', 'to', 'the', 'machine']",28,"[[22, 25], []]",1,[],"sealing (filter,pockets)",A,0
cooking,70,8,Place the espresso cup beneath and prepare an espresso shot using the machine's guidelines,Make sure that the filter and the pockets align well sealing them together tightly,"['Place', 'the', 'espresso', 'cup', 'beneath', 'and', 'prepare', 'an', 'espresso', 'shot', 'using', 'the', ""machine's"", 'guidelines']","['Make', 'sure', 'that', 'the', 'filter', 'and', 'the', 'pockets', 'align', 'well', 'sealing', 'them', 'together', 'tightly']",14,"[[16, 17], []]",1,[],"Place (espresso,cup)",A,0
cooking,70,8,Place the espresso cup beneath and prepare an espresso shot using the machine's guidelines,Make sure that the filter and the pockets align well sealing them together tightly,"['Place', 'the', 'espresso', 'cup', 'beneath', 'and', 'prepare', 'an', 'espresso', 'shot', 'using', 'the', ""machine's"", 'guidelines']","['Make', 'sure', 'that', 'the', 'filter', 'and', 'the', 'pockets', 'align', 'well', 'sealing', 'them', 'together', 'tightly']",20,"[[22], []]",1,[],prepare (espresso),A,0
cooking,70,8,Place the espresso cup beneath and prepare an espresso shot using the machine's guidelines,Make sure that the filter and the pockets align well sealing them together tightly,"['Place', 'the', 'espresso', 'cup', 'beneath', 'and', 'prepare', 'an', 'espresso', 'shot', 'using', 'the', ""machine's"", 'guidelines']","['Make', 'sure', 'that', 'the', 'filter', 'and', 'the', 'pockets', 'align', 'well', 'sealing', 'them', 'together', 'tightly']",24,"[[26, 27], []]",1,[],"using (machine's,guidelines)",A,0
cooking,70,9,Besides prepare a large glass with two-thirds of ice,Place the espresso cup beneath and prepare an espresso shot using the machine's guidelines,"['Besides', 'prepare', 'a', 'large', 'glass', 'with', 'two-thirds', 'of', 'ice']","['Place', 'the', 'espresso', 'cup', 'beneath', 'and', 'prepare', 'an', 'espresso', 'shot', 'using', 'the', ""machine's"", 'guidelines']",15,"[[18], []]",1,[],prepare (glass),A,0
cooking,70,10,Pour the prepared espresso shot over the ice,Besides prepare a large glass with two-thirds of ice,"['Pour', 'the', 'prepared', 'espresso', 'shot', 'over', 'the', 'ice']","['Besides', 'prepare', 'a', 'large', 'glass', 'with', 'two-thirds', 'of', 'ice']",9,"[[12, 13], []]",1,[],"Pour (espresso,shot)",A,0
cooking,70,11,Now fill the large glass with milk,Pour the prepared espresso shot over the ice,"['Now', 'fill', 'the', 'large', 'glass', 'with', 'milk']","['Pour', 'the', 'prepared', 'espresso', 'shot', 'over', 'the', 'ice']",9,"[[12], []]",1,[],fill (glass),A,0
cooking,70,12,You can top the iced espresso with any flavored syrup of preferred taste and stir for the contents to blend well,Now fill the large glass with milk,"['You', 'can', 'top', 'the', 'iced', 'espresso', 'with', 'any', 'flavored', 'syrup', 'of', 'preferred', 'taste', 'and', 'stir', 'for', 'the', 'contents', 'to', 'blend', 'well']","['Now', 'fill', 'the', 'large', 'glass', 'with', 'milk']",9,"[[12], []]",1,[],top (espresso),A,0
cooking,70,12,You can top the iced espresso with any flavored syrup of preferred taste and stir for the contents to blend well,Now fill the large glass with milk,"['You', 'can', 'top', 'the', 'iced', 'espresso', 'with', 'any', 'flavored', 'syrup', 'of', 'preferred', 'taste', 'and', 'stir', 'for', 'the', 'contents', 'to', 'blend', 'well']","['Now', 'fill', 'the', 'large', 'glass', 'with', 'milk']",21,"[[12], []]",1,[],stir (espresso),A,0
cooking,70,12,You can top the iced espresso with any flavored syrup of preferred taste and stir for the contents to blend well,Now fill the large glass with milk,"['You', 'can', 'top', 'the', 'iced', 'espresso', 'with', 'any', 'flavored', 'syrup', 'of', 'preferred', 'taste', 'and', 'stir', 'for', 'the', 'contents', 'to', 'blend', 'well']","['Now', 'fill', 'the', 'large', 'glass', 'with', 'milk']",26,"[[12], []]",1,[],blend (espresso),A,0
cooking,70,13,Add toppings such as cinnamon whipped cream nutmeg chocolate caramel etc,You can top the iced espresso with any flavored syrup of preferred taste and stir for the contents to blend well,"['Add', 'toppings', 'such', 'as', 'cinnamon', 'whipped', 'cream', 'nutmeg', 'chocolate', 'caramel', 'etc']","['You', 'can', 'top', 'the', 'iced', 'espresso', 'with', 'any', 'flavored', 'syrup', 'of', 'preferred', 'taste', 'and', 'stir', 'for', 'the', 'contents', 'to', 'blend', 'well']",21,"[[22], []]",1,[],Add (toppings),A,0
cooking,70,14,Make exciting drinks by including flavored syrups,Add toppings such as cinnamon whipped cream nutmeg chocolate caramel etc,"['Make', 'exciting', 'drinks', 'by', 'including', 'flavored', 'syrups']","['Add', 'toppings', 'such', 'as', 'cinnamon', 'whipped', 'cream', 'nutmeg', 'chocolate', 'caramel', 'etc']",15,"[[17], []]",1,[],including (syrups),A,0
cooking,70,15,Enjoy the drink,Make exciting drinks by including flavored syrups,"['Enjoy', 'the', 'drink']","['Make', 'exciting', 'drinks', 'by', 'including', 'flavored', 'syrups']",7,"[[9], []]",1,[],Enjoy (drink),A,0
cooking,70,16,Depending on the espresso machine one can prepare either a single double shot iced espresso,Enjoy the drink,"['Depending', 'on', 'the', 'espresso', 'machine', 'one', 'can', 'prepare', 'either', 'a', 'single', 'double', 'shot', 'iced', 'espresso']","['Enjoy', 'the', 'drink']",10,"[[17], []]",1,[],prepare (espresso),A,0
cooking,70,17,To prepare a double shot espresso in a dual filter place 2 espresso cups under the two spouts and repeat the procedure above,Depending on the espresso machine one can prepare either a single double shot iced espresso,"['To', 'prepare', 'a', 'double', 'shot', 'espresso', 'in', 'a', 'dual', 'filter', 'place', '2', 'espresso', 'cups', 'under', 'the', 'two', 'spouts', 'and', 'repeat', 'the', 'procedure', 'above']","['Depending', 'on', 'the', 'espresso', 'machine', 'one', 'can', 'prepare', 'either', 'a', 'single', 'double', 'shot', 'iced', 'espresso']",16,"[[20], []]",1,[],prepare (espresso),A,0
cooking,70,17,To prepare a double shot espresso in a dual filter place 2 espresso cups under the two spouts and repeat the procedure above,Depending on the espresso machine one can prepare either a single double shot iced espresso,"['To', 'prepare', 'a', 'double', 'shot', 'espresso', 'in', 'a', 'dual', 'filter', 'place', '2', 'espresso', 'cups', 'under', 'the', 'two', 'spouts', 'and', 'repeat', 'the', 'procedure', 'above']","['Depending', 'on', 'the', 'espresso', 'machine', 'one', 'can', 'prepare', 'either', 'a', 'single', 'double', 'shot', 'iced', 'espresso']",25,"[[27, 28], []]",1,[],"place (espresso,cups)",A,0
cooking,70,17,To prepare a double shot espresso in a dual filter place 2 espresso cups under the two spouts and repeat the procedure above,Depending on the espresso machine one can prepare either a single double shot iced espresso,"['To', 'prepare', 'a', 'double', 'shot', 'espresso', 'in', 'a', 'dual', 'filter', 'place', '2', 'espresso', 'cups', 'under', 'the', 'two', 'spouts', 'and', 'repeat', 'the', 'procedure', 'above']","['Depending', 'on', 'the', 'espresso', 'machine', 'one', 'can', 'prepare', 'either', 'a', 'single', 'double', 'shot', 'iced', 'espresso']",34,"[[36], []]",1,[],repeat (procedure),A,0
cooking,70,18,In case you are having a single shot espresso machine just repeat the procedure twice to get a double shot espresso,To prepare a double shot espresso in a dual filter place 2 espresso cups under the two spouts and repeat the procedure above,"['In', 'case', 'you', 'are', 'having', 'a', 'single', 'shot', 'espresso', 'machine', 'just', 'repeat', 'the', 'procedure', 'twice', 'to', 'get', 'a', 'double', 'shot', 'espresso']","['To', 'prepare', 'a', 'double', 'shot', 'espresso', 'in', 'a', 'dual', 'filter', 'place', '2', 'espresso', 'cups', 'under', 'the', 'two', 'spouts', 'and', 'repeat', 'the', 'procedure', 'above']",34,"[[36], []]",1,[],repeat (procedure),A,0
cooking,70,20,If your shot takes much shorter or longer adjust the amount of tamping pressure,Usually a good espresso shot takes around 20-22 minutes,"['If', 'your', 'shot', 'takes', 'much', 'shorter', 'or', 'longer', 'adjust', 'the', 'amount', 'of', 'tamping', 'pressure']","['Usually', 'a', 'good', 'espresso', 'shot', 'takes', 'around', '20-22', 'minutes']",17,"[[19, 22], []]",2,[],"adjust (amount,pressure)",A,0
cooking,70,21,You can also use chocolate to prepare iced mocha,If your shot takes much shorter or longer adjust the amount of tamping pressure,"['You', 'can', 'also', 'use', 'chocolate', 'to', 'prepare', 'iced', 'mocha']","['If', 'your', 'shot', 'takes', 'much', 'shorter', 'or', 'longer', 'adjust', 'the', 'amount', 'of', 'tamping', 'pressure']",17,"[[18], []]",1,[],use (chocolate),A,0
cooking,70,21,You can also use chocolate to prepare iced mocha,If your shot takes much shorter or longer adjust the amount of tamping pressure,"['You', 'can', 'also', 'use', 'chocolate', 'to', 'prepare', 'iced', 'mocha']","['If', 'your', 'shot', 'takes', 'much', 'shorter', 'or', 'longer', 'adjust', 'the', 'amount', 'of', 'tamping', 'pressure']",20,"[[22], []]",1,[],prepare (mocha),A,0
cooking,70,22,If chocolate does not blend well then mix it with espresso and then add ice,You can also use chocolate to prepare iced mocha,"['If', 'chocolate', 'does', 'not', 'blend', 'well', 'then', 'mix', 'it', 'with', 'espresso', 'and', 'then', 'add', 'ice']","['You', 'can', 'also', 'use', 'chocolate', 'to', 'prepare', 'iced', 'mocha']",16,"[[10], []]",2,[],mix (chocolate),A,0
cooking,70,22,If chocolate does not blend well then mix it with espresso and then add ice,You can also use chocolate to prepare iced mocha,"['If', 'chocolate', 'does', 'not', 'blend', 'well', 'then', 'mix', 'it', 'with', 'espresso', 'and', 'then', 'add', 'ice']","['You', 'can', 'also', 'use', 'chocolate', 'to', 'prepare', 'iced', 'mocha']",22,"[[23], []]",2,[],add (ice),A,0
cooking,83,0,Choose fresh fruits for your milkshake,If you're looking for really good milkshake one that's tasty fresh and healthy then it's about time you learn how to make your own,"['Choose', 'fresh', 'fruits', 'for', 'your', 'milkshake']","['If', ""you're"", 'looking', 'for', 'really', 'good', 'milkshake', 'one', ""that's"", 'tasty', 'fresh', 'and', 'healthy', 'then', ""it's"", 'about', 'time', 'you', 'learn', 'how', 'to', 'make', 'your', 'own']",24,"[[26], []]",1,[],Choose (fruits),A,0
cooking,83,3,Traditionally people use only one fruit for their milkshake but if you're feeling bold and adventurous you could try using a combination of fruits,The fruit should be firm have a bright color and smell sweet,"['Traditionally', 'people', 'use', 'only', 'one', 'fruit', 'for', 'their', 'milkshake', 'but', 'if', ""you're"", 'feeling', 'bold', 'and', 'adventurous', 'you', 'could', 'try', 'using', 'a', 'combination', 'of', 'fruits']","['The', 'fruit', 'should', 'be', 'firm', 'have', 'a', 'bright', 'color', 'and', 'smell', 'sweet']",14,"[[17], []]",1,[],use (fruit),A,0
cooking,83,3,Traditionally people use only one fruit for their milkshake but if you're feeling bold and adventurous you could try using a combination of fruits,The fruit should be firm have a bright color and smell sweet,"['Traditionally', 'people', 'use', 'only', 'one', 'fruit', 'for', 'their', 'milkshake', 'but', 'if', ""you're"", 'feeling', 'bold', 'and', 'adventurous', 'you', 'could', 'try', 'using', 'a', 'combination', 'of', 'fruits']","['The', 'fruit', 'should', 'be', 'firm', 'have', 'a', 'bright', 'color', 'and', 'smell', 'sweet']",31,"[[35], []]",2,[],using (fruits),A,0
cooking,83,4,Limit yourself to a maximum of three fruits though,Traditionally people use only one fruit for their milkshake but if you're feeling bold and adventurous you could try using a combination of fruits,"['Limit', 'yourself', 'to', 'a', 'maximum', 'of', 'three', 'fruits', 'though']","['Traditionally', 'people', 'use', 'only', 'one', 'fruit', 'for', 'their', 'milkshake', 'but', 'if', ""you're"", 'feeling', 'bold', 'and', 'adventurous', 'you', 'could', 'try', 'using', 'a', 'combination', 'of', 'fruits']",24,"[[25], []]",1,[],Limit (yourself),A,0
cooking,83,5,Cut the fruits in small chunks,Limit yourself to a maximum of three fruits though,"['Cut', 'the', 'fruits', 'in', 'small', 'chunks']","['Limit', 'yourself', 'to', 'a', 'maximum', 'of', 'three', 'fruits', 'though']",9,"[[11], []]",1,[],Cut (fruits),A,0
cooking,83,6,The smaller the chunks the easier it will be to puree them,Cut the fruits in small chunks,"['The', 'smaller', 'the', 'chunks', 'the', 'easier', 'it', 'will', 'be', 'to', 'puree', 'them']","['Cut', 'the', 'fruits', 'in', 'small', 'chunks']",16,"[[9], []]",1,[],puree (chunks),A,0
cooking,83,7,Put the fruit chunks in the blender,The smaller the chunks the easier it will be to puree them,"['Put', 'the', 'fruit', 'chunks', 'in', 'the', 'blender']","['The', 'smaller', 'the', 'chunks', 'the', 'easier', 'it', 'will', 'be', 'to', 'puree', 'them']",12,"[[15], []]",1,[],Put (chunks),A,0
cooking,83,8,Blend them until you have a chunk-free puree,Put the fruit chunks in the blender,"['Blend', 'them', 'until', 'you', 'have', 'a', 'chunk-free', 'puree']","['Put', 'the', 'fruit', 'chunks', 'in', 'the', 'blender']",7,"[[3], []]",1,[],Blend (chunks),A,0
cooking,83,9,Add the vanilla ice cream milk and crushed ice,Blend them until you have a chunk-free puree,"['Add', 'the', 'vanilla', 'ice', 'cream', 'milk', 'and', 'crushed', 'ice']","['Blend', 'them', 'until', 'you', 'have', 'a', 'chunk-free', 'puree']",8,"[[10, 11, 12, 13, 16], []]",1,[],"Add (vanilla,ice,cream,milk,ice)",A,0
cooking,83,10,Start the blender again,Add the vanilla ice cream milk and crushed ice,"['Start', 'the', 'blender', 'again']","['Add', 'the', 'vanilla', 'ice', 'cream', 'milk', 'and', 'crushed', 'ice']",9,"[[11], []]",1,[],Start (blender),A,0
cooking,83,12,Put in some sugar if you want sugar in your shake,It will not take more than two minutes for the ingredients to mix up well,"['Put', 'in', 'some', 'sugar', 'if', 'you', 'want', 'sugar', 'in', 'your', 'shake']","['It', 'will', 'not', 'take', 'more', 'than', 'two', 'minutes', 'for', 'the', 'ingredients', 'to', 'mix', 'up', 'well']",15,"[[18], []]",2,[],Put (sugar),A,0
cooking,83,13,But taste the shake first,Put in some sugar if you want sugar in your shake,"['But', 'taste', 'the', 'shake', 'first']","['Put', 'in', 'some', 'sugar', 'if', 'you', 'want', 'sugar', 'in', 'your', 'shake']",12,"[[14], []]",1,[],taste (shake),A,0
cooking,83,15,But if you have a sweet tooth you may want a bit more sweetness so add sugar according to your preference,The fact is since fresh fruits are already sweet sugar is often unnecessary,"['But', 'if', 'you', 'have', 'a', 'sweet', 'tooth', 'you', 'may', 'want', 'a', 'bit', 'more', 'sweetness', 'so', 'add', 'sugar', 'according', 'to', 'your', 'preference']","['The', 'fact', 'is', 'since', 'fresh', 'fruits', 'are', 'already', 'sweet', 'sugar', 'is', 'often', 'unnecessary']",28,"[[29], []]",2,[],add (sugar),A,0
cooking,83,16,Then turn the blender on for a few more seconds to mix the sugar thoroughly in,But if you have a sweet tooth you may want a bit more sweetness so add sugar according to your preference,"['Then', 'turn', 'the', 'blender', 'on', 'for', 'a', 'few', 'more', 'seconds', 'to', 'mix', 'the', 'sugar', 'thoroughly', 'in']","['But', 'if', 'you', 'have', 'a', 'sweet', 'tooth', 'you', 'may', 'want', 'a', 'bit', 'more', 'sweetness', 'so', 'add', 'sugar', 'according', 'to', 'your', 'preference']",22,"[[24], []]",1,[],turn (blender),A,0
cooking,83,16,Then turn the blender on for a few more seconds to mix the sugar thoroughly in,But if you have a sweet tooth you may want a bit more sweetness so add sugar according to your preference,"['Then', 'turn', 'the', 'blender', 'on', 'for', 'a', 'few', 'more', 'seconds', 'to', 'mix', 'the', 'sugar', 'thoroughly', 'in']","['But', 'if', 'you', 'have', 'a', 'sweet', 'tooth', 'you', 'may', 'want', 'a', 'bit', 'more', 'sweetness', 'so', 'add', 'sugar', 'according', 'to', 'your', 'preference']",32,"[[34], []]",1,[],mix (sugar),A,0
cooking,83,17,Pour the milkshake into a chilled glass,Then turn the blender on for a few more seconds to mix the sugar thoroughly in,"['Pour', 'the', 'milkshake', 'into', 'a', 'chilled', 'glass']","['Then', 'turn', 'the', 'blender', 'on', 'for', 'a', 'few', 'more', 'seconds', 'to', 'mix', 'the', 'sugar', 'thoroughly', 'in']",16,"[[18], []]",1,[],Pour (milkshake),A,0
cooking,83,18,Add some fruit garnishing,Pour the milkshake into a chilled glass,"['Add', 'some', 'fruit', 'garnishing']","['Pour', 'the', 'milkshake', 'into', 'a', 'chilled', 'glass']",7,"[[9, 10], []]",1,[],"Add (fruit,garnishing)",A,0
cooking,83,19,Now enjoy your tasty healthy fresh milkshake,Add some fruit garnishing,"['Now', 'enjoy', 'your', 'tasty', 'healthy', 'fresh', 'milkshake']","['Add', 'some', 'fruit', 'garnishing']",5,"[[10], []]",1,[],enjoy (milkshake),A,0
cooking,83,20,Slurp it away,Now enjoy your tasty healthy fresh milkshake,"['Slurp', 'it', 'away']","['Now', 'enjoy', 'your', 'tasty', 'healthy', 'fresh', 'milkshake']",7,"[[6], []]",1,[],Slurp (milkshake),A,0
wikihow,9,0,Handle books hygienically,,"['Handle', 'books', 'hygienically']",[],0,"[[1], []]",1,[],Handle (books),A,0
wikihow,9,2,Wash your hands before handling any book and avoid having any liquids or foods nearby during handling or reading to help keep your book in an ideal condition,Handling your books hygienically will help ensure minimal wear and tear accidental spills or permanent stains,"['Wash', 'your', 'hands', 'before', 'handling', 'any', 'book', 'and', 'avoid', 'having', 'any', 'liquids', 'or', 'foods', 'nearby', 'during', 'handling', 'or', 'reading', 'to', 'help', 'keep', 'your', 'book', 'in', 'an', 'ideal', 'condition']","['Handling', 'your', 'books', 'hygienically', 'will', 'help', 'ensure', 'minimal', 'wear', 'and', 'tear', 'accidental', 'spills', 'or', 'permanent', 'stains']",16,"[[18], []]",1,[],Wash (hands),A,0
wikihow,9,2,Wash your hands before handling any book and avoid having any liquids or foods nearby during handling or reading to help keep your book in an ideal condition,Handling your books hygienically will help ensure minimal wear and tear accidental spills or permanent stains,"['Wash', 'your', 'hands', 'before', 'handling', 'any', 'book', 'and', 'avoid', 'having', 'any', 'liquids', 'or', 'foods', 'nearby', 'during', 'handling', 'or', 'reading', 'to', 'help', 'keep', 'your', 'book', 'in', 'an', 'ideal', 'condition']","['Handling', 'your', 'books', 'hygienically', 'will', 'help', 'ensure', 'minimal', 'wear', 'and', 'tear', 'accidental', 'spills', 'or', 'permanent', 'stains']",20,"[[22], []]",1,[],handling (book),A,0
